[2024-12-28 16:59:47] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-28 16:59:47] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-28 16:59:47] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-28 16:59:48] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-28 16:59:48] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-28 16:59:48] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-28 16:59:48] [class-ss-setup-task.php:33] Creating archive directory: C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187\
[2024-12-28 16:59:48] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/cont/
[2024-12-28 17:00:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js?simply_static_page=513
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js?simply_static_page=513
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:103] Filesize: 2317 bytes
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eaa876ae-GZkIvQ.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:26] [class-ss-page.php:119] Checking Content Identical:a725298d01ed597bd3482e072acb6bdc32e7f04e===. Value: FALSE
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-12-28 17:00:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 957
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eaa94d32-TI8iJ8.tmp
[2024-12-28 17:00:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt?simply_static_page=514
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt?simply_static_page=514
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:103] Filesize: 624 bytes
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eaa94d32-TI8iJ8.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:26] [class-ss-page.php:119] Checking Content Identical:34f40dc8a72c793144ef7413554354a00cd6f938===. Value: FALSE
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-12-28 17:00:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 957
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eaaa88ca-QZpOoK.tmp
[2024-12-28 17:00:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js?simply_static_page=515
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js?simply_static_page=515
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:103] Filesize: 1935 bytes
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eaaa88ca-QZpOoK.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:26] [class-ss-page.php:119] Checking Content Identical:a38011ba174c03294f13598ed4dc21b7ad8e4e0e===. Value: FALSE
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-12-28 17:00:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 957
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eaab93c0-NGmInR.tmp
[2024-12-28 17:00:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js?simply_static_page=516
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js?simply_static_page=516
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eaab93c0-NGmInR.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:26] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js
[2024-12-28 17:00:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 957
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eaabf5ea-uihUUG.tmp
[2024-12-28 17:00:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js?simply_static_page=517
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js?simply_static_page=517
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:103] Filesize: 791 bytes
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eaabf5ea-uihUUG.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/progress.68452ca8432fd5fb654b.bundle.min.js
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:26] [class-ss-page.php:119] Checking Content Identical:ca94798d90427fd24baaca9702287a9855665f80===. Value: FALSE
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/progress.fa9d02f64d572ab7c406.bundle.js
[2024-12-28 17:00:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 957
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eaacbdd5-Oduvrc.tmp
[2024-12-28 17:00:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/progress.fa9d02f64d572ab7c406.bundle.js?simply_static_page=518
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/progress.fa9d02f64d572ab7c406.bundle.js?simply_static_page=518
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:103] Filesize: 1540 bytes
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/progress.fa9d02f64d572ab7c406.bundle.js
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eaacbdd5-Oduvrc.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/progress.fa9d02f64d572ab7c406.bundle.js
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:26] [class-ss-page.php:119] Checking Content Identical:4e392a1baae7fc2c3a2cdd6bc24be5a57a389db7===. Value: FALSE
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-12-28 17:00:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 957
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eaad80fa-bninDv.tmp
[2024-12-28 17:00:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/responsive-bar.js?simply_static_page=519
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/responsive-bar.js?simply_static_page=519
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:103] Filesize: 25424 bytes
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eaad80fa-bninDv.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:26] [class-ss-page.php:119] Checking Content Identical:5a189a1f9d8fc5eca145b39ba15297a0098ae75b===. Value: FALSE
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-12-28 17:00:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 957
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eaae4a9c-DqxtbQ.tmp
[2024-12-28 17:00:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/responsive-bar.min.js?simply_static_page=520
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/responsive-bar.min.js?simply_static_page=520
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:103] Filesize: 11609 bytes
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-12-28 17:00:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eaae4a9c-DqxtbQ.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:27] [class-ss-page.php:119] Checking Content Identical:805f7ed067a9cd2b81b79f0b436bf0507521b17f===. Value: FALSE
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-12-28 17:00:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 957
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eab032ee-FPL0ZY.tmp
[2024-12-28 17:00:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js?simply_static_page=521
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js?simply_static_page=521
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:103] Filesize: 34800 bytes
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eab032ee-FPL0ZY.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:27] [class-ss-page.php:119] Checking Content Identical:b477a40c3f3543669d043ebb8f9a55ee640e6292===. Value: FALSE
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-12-28 17:00:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 957
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eab1485f-mKKqFA.tmp
[2024-12-28 17:00:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js?simply_static_page=522
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js?simply_static_page=522
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:103] Filesize: 15242 bytes
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eab1485f-mKKqFA.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:27] [class-ss-page.php:119] Checking Content Identical:b497dea72de68b6624c947b3775299e9481f4427===. Value: FALSE
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-12-28 17:00:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 957
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eab270f2-P4F9WV.tmp
[2024-12-28 17:00:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt?simply_static_page=523
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt?simply_static_page=523
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eab270f2-P4F9WV.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:27] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-12-28 17:00:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 957
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eab32d20-fMR6q5.tmp
[2024-12-28 17:00:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide.js?simply_static_page=524
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide.js?simply_static_page=524
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:103] Filesize: 99164 bytes
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide.js
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eab32d20-fMR6q5.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:27] [class-ss-page.php:119] Checking Content Identical:2dfc5c95357c9161535659de7e5a4d5c42cc24df===. Value: FALSE
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-12-28 17:00:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 957
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eab432d0-DDlB1Q.tmp
[2024-12-28 17:00:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide.min.js?simply_static_page=525
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/styleguide.min.js?simply_static_page=525
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:103] Filesize: 45199 bytes
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eab432d0-DDlB1Q.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:27] [class-ss-page.php:119] Checking Content Identical:ac9b73ca7d65785b2c03ea43bf5591e3ba36061f===. Value: FALSE
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/tabs.3919f4174431c122f3d8.bundle.min.js
[2024-12-28 17:00:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 957
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Cloud\AppData\Local\Temp/67702eab4fb46-iIbemv.tmp
[2024-12-28 17:00:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cont/wp-content/plugins/elementor/assets/js/tabs.3919f4174431c122f3d8.bundle.min.js?simply_static_page=526
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/tabs.3919f4174431c122f3d8.bundle.min.js?simply_static_page=526
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:103] Filesize: 3715 bytes
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/tabs.3919f4174431c122f3d8.bundle.min.js
[2024-12-28 17:00:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Cloud\AppData\Local\Temp/67702eab4fb46-iIbemv.tmp to C:\laragon\www\cont/wp-content/uploads\simply-static\temp-files/simply-static-1-1735405187/wp-content/plugins/elementor/assets/js/tabs.3919f4174431c122f3d8.bundle.min.js
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-28 17:00:27] [class-ss-page.php:119] Checking Content Identical:77ba603c5a8483cf71387a39fe065fb69db8cd25===. Value: FALSE
[2024-12-28 17:00:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cont/wp-content/plugins/elementor/assets/js/tabs.6d6269a8d596a1bc73e3.bundle.js
